,BTC_BTS,BTC_DASH,BTC_DOGE,BTC_LTC,BTC_NXT,BTC_STR,BTC_XEM,BTC_XMR,BTC_XRP,USDT_BTC,USDT_DASH,USDT_LTC,USDT_STR,USDT_XMR,USDT_XRP,BTC_ETH,USDT_ETH,BTC_SC,BTC_DCR,BTC_LSK,BTC_STEEM,BTC_ETC,ETH_ETC,USDT_ETC,BTC_ARDR,BTC_ZEC,ETH_ZEC,USDT_ZEC,BTC_ZRX,ETH_ZRX,BTC_CVC,BTC_OMG,BTC_GAS,BTC_STORJ,BTC_EOS,ETH_EOS,USDT_EOS,BTC_SNT,BTC_KNC,BTC_BAT,USDT_BAT,BTC_LOOM,USDT_DOGE,USDT_LSK,USDT_SC,USDT_ZRX,BTC_QTUM,USDT_QTUM,USDC_BTC,USDC_ETH,USDC_USDT,BTC_MANA,USDT_MANA,BTC_BNT,BTC_BCHSV,USDC_BCHSV,USDC_XRP,USDC_XMR,USDC_STR,USDC_DOGE,USDC_LTC,USDC_ZEC,BTC_FOAM,BTC_NMR,BTC_POLY,BTC_LPT,BTC_ATOM,USDC_ATOM,USDT_ATOM,USDC_DASH,USDC_EOS,USDC_ETC,USDT_BCHSV,BTC_TRX,USDC_TRX,USDT_TRX,TRX_ETH,TRX_XRP,USDT_BTT,TRX_BTT,USDT_WIN,TRX_WIN,TRX_STEEM,BTC_LINK,TRX_LINK,BTC_XTZ,USDT_XTZ,TRX_XTZ,USDT_BEAR,USDT_BULL,USDT_TRXBEAR,USDT_TRXBULL,PAX_BTC,PAX_ETH,USDT_PAX,USDT_USDJ,USDJ_BTC,USDJ_TRX,BTC_SNX,USDT_SNX,TRX_SNX,USDT_BSVBEAR,USDT_BSVBULL,BTC_MATIC,USDT_MATIC,TRX_MATIC,USDT_BCHBEAR,USDT_BCHBULL,USDT_ETHBEAR,USDT_ETHBULL,BTC_MKR,USDT_MKR,USDT_BVOL,USDT_IBVOL,DAI_BTC,DAI_ETH,USDT_DAI,BTC_NEO,USDT_NEO,TRX_NEO,BTC_SWFTC,USDT_SWFTC,TRX_SWFTC,USDT_JST,TRX_JST,USDT_BCN,USDT_STEEM,USDT_LINK,USDJ_BTT,BTC_AVA,USDT_AVA,TRX_AVA,USDT_XRPBULL,USDT_XRPBEAR,USDT_EOSBULL,USDT_EOSBEAR,USDT_LINKBULL,USDT_LINKBEAR,BTC_CHR,USDT_CHR,TRX_CHR,BNB_BTC,USDT_BNB,USDT_BUSD,TRX_BNB,BUSD_BNB,BUSD_BTC,BTC_MDT,USDT_MDT,TRX_MDT,USDT_BCHC,USDT_COMP,ETH_COMP,BTC_XFIL,USDT_XFIL,USDT_CUSDT,BTC_REN,USDT_REN,BTC_LRC,USDT_LRC,USDT_BAL,BTC_WRX,USDT_WRX,TRX_WRX,USDT_STAKE,USDT_BZRX,BTC_SXP,USDT_SXP,TRX_SXP,USDT_MTA,USDT_YFI,BTC_STPT,USDT_STPT,USDT_DEC,USDT_PLT,USDT_UMA,USDT_KTON,USDT_RING,BTC_SWAP,USDT_SWAP,USDT_TEND,BTC_EXE,USDT_EXE,USDT_TRADE,USDT_GEEQ,USDT_BAND,USDT_DOS,USDT_DIA,USDT_ZAP,USDT_PERX,USDT_TRB,USDT_DEXT,USDT_MCB,USDT_CRV,USDT_OM,USDT_OCEAN,USDT_BLY,BTC_SWINGBY,USDT_SWINGBY,TRX_SWINGBY,USDT_PRQ,USDT_DOT,BTC_DMG,USDT_DMG,TRX_DMG,USDT_RSR,USDT_WNXM,USDT_FCT2,BTC_FCT2,USDT_SUSHI,USDT_YFII,USDT_YFL,USDT_TAI,USDT_PEARL,USDT_JFI,USDT_CORN,USDT_SWRV,USDT_FSW,USDT_FUND,TRX_FUND,BTC_FUND,USDT_CREAM,USDT_SUN,USDT_HGET,BTC_HGET,USDT_AKRO,BTC_AKRO,USDT_ADEL,USDT_UNI,USDT_DHT,USDT_MEME,USDT_CVP,USDT_GHST,BTC_REPV2,USDT_REPV2,USDT_RARI,USDT_DICE,TRX_DICE,BTC_AMP,USDT_AMP,TRX_AMP,BTC_SAND,USDT_SAND,USDT_RFUEL,USDT_VALUE,USDT_POLS,BTC_AAVE,USDT_AAVE,BTC_BCHA,USDT_BCHA,BTC_BID,USDT_BID,BTC_CVT,USDT_CVT,BTC_INJ,USDT_INJ,BTC_BCH,USDT_BCH,USDC_BCH,BTC_SENSO,USDT_SENSO,USDT_KP3R,USDT_MPH,BTC_GLM,USDT_GLM,USDT_HEGIC,USDT_ZLOT,BTC_WBTC,USDT_WBTC,USDT_NU,BTC_FRONT,USDT_FRONT,USDT_API3,USDT_COVER,USDT_BADGER,BTC_FARM,USDT_FARM,BTC_DOT,USDT_GRT,TRX_SUN,USDT_XFLR,USDT_ESD,USDT_ONEINCH,USDT_REEF,USDT_BAS,USDT_BAC,USDT_LON,USDT_ROOK,USDT_TRU,USDT_CUDOS,USDT_BOND,USDT_PBTC35A,USDT_COMBO,USDT_TUSD,USDC_TUSD,USDT_ADABEAR,USDT_ADABULL,USDT_LTCBEAR,USDT_LTCBULL,USDT_XLMBEAR,USDT_XLMBULL,USDT_WETH,BTC_TRU,USDT_FTT,USDT_SRM,USDT_LPT,totalBNB,totalBTC,totalBUSD,totalDAI,totalETH,totalPAX,totalTRX,totalTUSD,totalUSDC,totalUSDJ,totalUSDT,totalXMR,totalXUSD
FOAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229059.85157598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
NMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89596935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
POLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12362.16026970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
LPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22013.90353083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.62187718,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
ATOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39199.86040666,1833.10656075,20029.83604546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32910876.63370499,1681427.34949224,133651509.04932716,200289.79599515,1953072.60158811,,121931.66516573,,21419.43182321,18374.48354230,,20713.52039987,,,0.00000000,,,,,,,,,,770778.01187753,,,0.00000000,,,,,3318.21687110,,,,,,,,,,,,,,0.00000000,,,0.00000000,,1881311.34181700,,,,,,,71729.49859701,,,,,,,,,29272.72056990,,,,3681.80152084,,,,,0.00000000,,,,,,,,,,,,,,0.00000000,,,,,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16857.29460626,,,,,0.00000000,,,,,,,,,,,,,,,245223.09906741,,,,,,,,,,,,,,,,,,0.00000000,,,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667034581.76569075,10502299.35112320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242919.58479844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38012569.97879983,6494022.01263754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.82248584,30.84320562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317.10431458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
XTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.21126621,14089.56994381,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34443147.67561937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86615917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TRXBEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024282.04227364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TRXBULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51686.51692617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5857.07765912,1817.21816626,3006.58218841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
USDJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869865.31098589,13931.58246317,25923.44655794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.59915343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
SNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.81022456,1085.91360410,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BSVBEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64884.12263419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BSVBULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912255.20718872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
MATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144724.13938656,75218.53855171,2870.25495766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BCHBEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20028.52302937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BCHBULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21668.32457799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
ETHBEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634492750.41470790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
ETHBULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.57160869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
MKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98131894,2.65701772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BVOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
IBVOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06458827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
